title,address,commune,commune_encoded,district,district_encoded,province,province_encoded,paper,price_by_area,latitude,longitude
"CĂN HỘ GÓC NHỎ XINH BÊN TÒA HH1A LINH ĐÀM, HM","nguyễn hữu thọ, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,19285714.0,20.9700447,105.8327123
BÁN CHUNG CƯ A5 TÔN THẤT TÙNG - TAM KHƯƠNG - MỚI.,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Phường Khương Thượng,27,Quận Đống Đa,24,Hà Nội,0,0,15111111.0,21.0005493,105.8289847
Căn 2 ngủ 368 triệu 70m2 Ký trực tiếp CĐT,"chung cư, Đường Quốc lộ 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Xã Kim Chung,157,Huyện Hoài Đức,3,Hà Nội,0,0,5257143.0,21.0696452,105.7032805
Bán căn hộ CT21Khu đô thị Việt H..,"Đường Ngô Gia Tự, Phường Đức Giang, Quận Long Biên, Hà Nội",Phường Đức Giang,141,Quận Long Biên,20,Hà Nội,0,0,18253968.0,21.0655992,105.8979284
Chung cư MIPEC Kiến Hưng (Mipec City View) 68m²,"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Phường Vạn Phúc,121,Quận Hà Đông,19,Hà Nội,0,0,23222061.0,20.9590566,105.790772
CĂN GÓC ĐÔNG NAM SIÊU HIẾM TÒA CT4 XALA HÀ ĐÔNG,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,18382353.0,20.9654323,105.7894045
Bán chung cư 106m2-3ngủ-2wc căn góc nhà full nội t,"Đường Nguyễn Cơ Thạch, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",Phường Cầu Diễn,8,Quận Nam Từ Liêm,21,Hà Nội,0,1,30660377.0,21.0345703,105.7659098
Căn 3pn HH Linh Đàm 1080tr,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,14210526.0,20.9713643,105.8280009
45m HH Linh Đàm 430tr còn 300tr gói 30k tỷ,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,9555556.0,20.9713643,105.8280009
45m HH2 Linh Đàm tầng 12,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,19555556.0,20.9713643,105.8280009
Căn góc 72m HH Linh Đàm 800tr,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,17638889.0,20.9713643,105.8280009
56m HH Linh Đàm tầng dưới 30,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,11607143.0,20.9713643,105.8280009
Căn 2PN HH Linh Đàm,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,14603175.0,20.9599379,105.8337546
82m HH Linh Đàm 1270tr,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,15487805.0,20.9713643,105.8280009
Căn 65m HH linh Đàm 1080tr,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,16615385.0,20.9713643,105.8280009
"Căn 1 ngủ VP5 Linh Đàm, sổ đỏ chính chủ","Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,25555556.0,20.9713643,105.8280009
65m full đồ HH Linh Đàm,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,16153846.0,20.9713643,105.8280009
63m tầng 10 HH Linh Đàm,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,18730159.0,20.9713643,105.8280009
67m tầng 30 HH Linh Đàm,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,15671642.0,20.9713643,105.8280009
67m HH Linh Đàm tầng trung,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,17462687.0,20.9713643,105.8280009
Căn 56m tầng 20 HH Linh Đàm,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,19642857.0,20.9713643,105.8280009
65m HH Linh Đàm view hồ,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,16307692.0,20.9713643,105.8280009
67m tầng 30 HH Linh Đàm,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,17462687.0,20.9713643,105.8280009
CH 67m HH Linh Đàm 1050tr,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,15671642.0,20.9713643,105.8280009
Căn 76m view đẹp HH Linh Đàm 800tr,"Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,10526316.0,20.9713643,105.8280009
"Bán căn hộ Phố Phan Đình Giót 50m, Đường ôtô,sổđỏ","Phan Đình Giót, Phường Phương Mai, Quận Đống Đa, Hà Nội",Phường Phương Mai,77,Quận Đống Đa,24,Hà Nội,0,1,21000000.0,20.9911419,105.8393734
Căn Hộ 2Pn 56m2 giá 730tr tại THT New City,"Đường 32, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",Xã Kim Chung,157,Huyện Hoài Đức,3,Hà Nội,0,1,13035714.0,21.0623667,105.7209301
CC MINI CẦU GIẤY- 6T - 65M2-15 PHÒNG - 65TR/1THÁNG,"Đường Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",Phường Mai Dịch,43,Quận Cầu Giấy,15,Hà Nội,0,1,98461538.0,21.0414696,105.7772481
MỞ BÁN CHUNG CƯ MINI ĐỘI CẤN - HOÀNG HOA THÁM,"Đường Đội Cân, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Phường Đội Cấn,140,Quận Ba Đình,13,Hà Nội,0,1,20000000.0,21.0347206,105.8271548
MỞ BÁN CHUNG CƯ MINI ĐẠI CỒ VIỆT_CV THỐNG NHẤT,"Đường Đại Cồ Việt, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Phường Lê Đại Hành,40,Quận Hai Bà Trưng,16,Hà Nội,0,1,12000000.0,21.0081338,105.8462749
Căn độc quyền đại lý giá rẻ 2PN 2ty VSC,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,36363636.0,21.0095457,105.7439913
Bán CCMN Ngõ 420 Khương Đình_Thanh Xuân_HN,"5, Đường Khương Đình, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội",Phường Hạ Đình,24,Quận Thanh Xuân,22,Hà Nội,0,0,17651163.0,20.991039,105.813127
"Hót! mở bán Chung cư GIẢI PHÓNG-PHƯƠNG MAI, ở ngay","Đường Giải Phóng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Phường Bách Khoa,0,Quận Hai Bà Trưng,16,Hà Nội,0,1,18181818.0,20.9867344,105.8411472
Căn hộ 2PN48m2 phường Ngọc Hà Q.Ba Đình,"179, Đường Hoàng Hoa Thám, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Phường Ngọc Hà,57,Quận Ba Đình,13,Hà Nội,0,0,23958333.0,21.0412436,105.8229524
CĂN HỘ 2PN GÓC 70M2 VIEW ĐẸP VINHOMES OCEAN PARK,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,26285714.0,21.0164183,105.9448441
Sunquare Lê đức thọ 120m2 chia 3 ngủ full nội thất,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,49,Quận Nam Từ Liêm,21,Hà Nội,0,0,29166667.0,21.0306461,105.7692892
"Nguyễn thị định 82m chia 2 ngủ, 2 wc full nội thất","Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Phường Trung Hoà,101,Quận Cầu Giấy,15,Hà Nội,0,0,32500000.0,21.0099881,105.8046452
"Chung cư Bán căn hộ 43m2 1 ngủ, xong nội thất 43m²","Đường Đa Tốn, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,38372093.0,20.9856101,105.9280726
MỞ BÁN CHUNG CƯ MINI VÕNG THỊ -TÂY HỒ 30-55M2,"Đường Võng Thị, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Phường Thụy Khuê,99,Quận Tây Hồ,23,Hà Nội,0,1,22666667.0,21.0516835,105.8112908
"Bán chung cư Hoàng Dương 69,2m2","Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,303468.0,20.9585835,105.8426447
Chung cư Đồng Phát Parkview Tower 77m² 2PN,"Đường Tân Mai, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",Phường Vĩnh Hưng,118,Quận Hoàng Mai,18,Hà Nội,0,1,24025974.0,20.9836299,105.8550986
Chung cư 67.3m² 2PN 2 VS giá rẻ Ecohome3,"Đường Tân Xuân, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Phường Đông Ngạc,133,Quận Bắc Từ Liêm,14,Hà Nội,0,0,23774146.0,21.0861356,105.7856819
"+ Nhà gần phố Quang Tiến, cách Đại Lộ Thăng Long","Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Đại Mỗ,135,Quận Nam Từ Liêm,21,Hà Nội,0,1,71250000.0,21.000964,105.7579511
Giảm sâu giá căn hộ chung cư Vinhomes Smart City,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,30246914.0,21.0095457,105.7439913
Chính chủ bán P912 Nhà CT5 ĐN2 KĐT Định Công,"Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Phường Định Công,136,Quận Hoàng Mai,18,Hà Nội,0,1,24883359.0,20.9829788,105.8349562
Bán căn chung cư view đẹp khu Định Công,"176, 176 Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Phường Định Công,136,Quận Hoàng Mai,18,Hà Nội,0,0,35384615.0,20.9744406,105.835737
Bán cắt lỗ 500tr căn 3N2WC nhận nhà ở luôn,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,36000000.0,21.0095457,105.7439913
Nhượng chdv 116 miếu đầm,"116 miếu đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,0,945946.0,21.0037456,105.7822853
Chính chủ bán chung cư Vinhome Smart City,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,36461538.0,21.0095457,105.7439913
MỞ BÁN CHUNG CƯ MINI LIỄU GIAI_ĐÀO TẤN FULL ĐỒ,"Đường Liễu Giai, Phường Liễu Giai, Quận Ba Đình, Hà Nội",Phường Liễu Giai,36,Quận Ba Đình,13,Hà Nội,0,1,12000000.0,21.0303607,105.8130746
"CẦN BÁN GẤP CC 1PN HH Linh Đàm, giá 710triệu","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,16444444.0,20.9599379,105.8337546
Chung cư Rose Town - 79 Ngọc Hồi,"Số 79, Số 79 Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,25000000.0,20.9578958,105.8430654
"CH HỒ TÙNG MẬU - BẮC TỪ LIÊM,full đồ, tách sổ","Đường Hồ Tùng Mậu, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,0,15142857.0,21.0396186,105.7672124
"Chính chủ bán chung cư P3 Phương Liệt, Giải Phóng","Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội",Phường Phương Liệt,76,Quận Thanh Xuân,22,Hà Nội,0,1,32222222.0,20.9979677,105.8411428
"Chung cư Hồ Gươm Plaza 129m² 3PN 2,9 tỷ.","Số 102-104, Số 102-104 Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Phường Mộ Lao,47,Quận Hà Đông,19,Hà Nội,0,0,22480620.0,20.9791557,105.7855763
"Bán chung cư Tôn Đức Thắng 600-1,1ty/căn 1-2pn mới","Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,1,23076923.0,21.0189723,105.830011
s:121m2 giá chỉ 2.2 tỷ 4PN 3WC tại CT2 Yên Nghĩa,"Khu nhà ở Bộ tư lệnh Thủ Đô, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Phường Yên Nghĩa,127,Quận Hà Đông,19,Hà Nội,0,1,18181818.0,20.9543889,105.7454952
Chính chủ bán gấp nhà số 15 ngõ 139 mỹ đình 14 tỷ,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,1,222222222.0,21.0221606,105.771796
Bán căn hộ Studio 28m2 tại Vinhomes Green Bay,"Số 7 Đại Lộ Thăng Long, Phường Mễ Trì, Quận Từ Liêm, Hà Nội., Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,0,38928571.0,21.0041237,105.7819569
"Cần bán CCMN Nguyễn Chí Thanh 17 phòng 8,4 tỷ","Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Phường Láng Hạ,38,Quận Đống Đa,24,Hà Nội,0,1,129230769.0,21.0203116,105.8083282
Sốc !! Chỉ 6.5 Tỷ Penthouse Imperia Garden  210m2,"203, 203 Đường Nguyễn Huy Tưởng, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội",Phường Thanh Xuân Trung,91,Quận Thanh Xuân,22,Hà Nội,0,1,30952381.0,20.9952447,105.8007001
"Bán căn hộ 2 ngủ full đồ 1,82 tỷ","Đại Lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,1,33090909.0,21.0095457,105.7439913
Chung cư Quận Hà Đông 54m² 2PN,"Đường Phúc La, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",Phường Vạn Phúc,121,Quận Hà Đông,19,Hà Nội,0,1,25000000.0,20.9590566,105.790772
Cần tiền bán cắt lỗ căn 2N2WC 68m tại Vinhomes OCP,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,25000000.0,21.0164183,105.9448441
"Chung cư Xuân Mai Complex 63m² 2PN view đẹp, mát","Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Phường Yên Nghĩa,127,Quận Hà Đông,19,Hà Nội,0,1,21428571.0,20.9903367,105.7827237
BÁN CHUNG CƯ ĐỘI CẤN - LIỄU GIAI - GIÁ TỪ 600TR.,"Đường Liễu Giai, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Phường Đội Cấn,140,Quận Ba Đình,13,Hà Nội,0,1,21250000.0,21.0335279,105.8140026
CHÍNH CHỦ BÁN CĂN HỘ CHUNG CƯ MINI PHỐ VỌNG 46M2,"Đường Phố Vọng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội",Phường Đồng Tâm,139,Quận Hai Bà Trưng,16,Hà Nội,0,1,13043478.0,20.9958805,105.8428312
Chính chủ bán căn 95m2 tòa T3 Time City,"458, 458 Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Phường Minh Khai,45,Quận Hai Bà Trưng,16,Hà Nội,0,1,37894737.0,21.0042501,105.8695696
"Hỏa tốc tìm ra sở hữu căn 3pn, tỷ 8 giá cực sôc","Đường Phương Canh, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Phường Phương Canh,74,Quận Nam Từ Liêm,21,Hà Nội,0,1,307792.0,21.0426019,105.7395182
Cần bán căn hộ chung cư 55m2 tại Gamuda gardens,"01, Đường Vành Đai 3, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Phường Yên Sở,129,Quận Hoàng Mai,18,Hà Nội,0,1,30109489.0,20.9644454,105.8723915
chung cư mini ngõ 325 giảng Võ,"39ngõ 325, giảng võ, Phường Cát Linh, Quận Đống Đa, Hà Nội",Phường Cát Linh,7,Quận Đống Đa,24,Hà Nội,0,1,24210526.0,21.0238363,105.8206156
"Bán nhà Long Biên 2 mặt thoáng,36m2x5tầng, giá 3ty","Đường Ngọc Thụy, Phường Long Biên, Quận Long Biên, Hà Nội",Phường Long Biên,37,Quận Long Biên,20,Hà Nội,0,1,83333333.0,21.056117,105.8658584
"Bán nhà Lê Trọng Tấn,DT 46m,MT4m","Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Phường Khương Mai,26,Quận Thanh Xuân,22,Hà Nội,0,1,95652174.0,21.0007878,105.8282675
Bán CCMM Cầu Giấy 184m2 2 ngủ tầng 4 an ninh tốt,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,1,7065217.0,21.0347417,105.7946177
"Chính chủ bán căn hộ TT ngõ 67 Đào Tấn, Q. Ba Đình","17a ngõ 67, Đường Đào Tấn, Phường Ngọc Khánh, Quận Ba Đình, Hà Nội",Phường Ngọc Khánh,58,Quận Ba Đình,13,Hà Nội,0,1,22772277.0,21.0280977,105.8124302
"Chung cư mini giá rẻ,trung tâm hà nội","Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội",Phường Hoàng Văn Thụ,20,Quận Hoàng Mai,18,Hà Nội,0,0,1969697.0,20.9885384,105.8568166
Chung cư Quận Cầu Giấy 68m² 2PN,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,1,19852941.0,21.0347417,105.7946177
"Nhà Dươngvăn Bé 48m, 2Thoang, MT Rộng,KD, 2.95 tỷ","48.295, Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Phường Vĩnh Tuy,120,Quận Hai Bà Trưng,16,Hà Nội,0,1,61458.0,20.9996852,105.8725699
CHỦ CẦN BÁN - CĂN HỘ CHUNG CƯ- YÊN NGHĨA,"Đường Yên Nghĩa, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Phường Yên Nghĩa,127,Quận Hà Đông,19,Hà Nội,0,1,14285714.0,20.9491373,105.7474596
"phân lô,cán bộ,oto tránh,gần phố,nhiều tiện ích","Đường Hà Trì 3, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Phường Hà Cầu,21,Quận Hà Đông,19,Hà Nội,0,1,110256410.0,20.9662008,105.7712709
CĂN HỘ MINI LẠC LONG QUÂN - VÕNG THỊ -Ở NGAY ĐỦ ĐỒ,"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",Phường Bưởi,2,Quận Tây Hồ,23,Hà Nội,0,1,18181818.0,21.0550926,105.8088761
"BÁN NHÀ SỔ ĐỎ CHÍNH CHỦ PHÒNG 605, B7 THÀNH CÔNG","B7, Đường Thành Công Bắc, Phường Thành Công, Quận Ba Đình, Hà Nội",Phường Thành Công,92,Quận Ba Đình,13,Hà Nội,0,0,33453888.0,21.0223443,105.8146626
CĂN HỘ MINI PHẠM NGỌC THẠCH-PHƯƠNGMAI Ở NGAY ĐỦ ĐỒ,"Đường Phạm Ngọc Thạch, Phường Phương Mai, Quận Đống Đa, Hà Nội",Phường Phương Mai,77,Quận Đống Đa,24,Hà Nội,0,1,17142857.0,21.0086145,105.834091
Bán căn hộ cc 2N2VS Mỹ Đình Plaza 2,"Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,49,Quận Nam Từ Liêm,21,Hà Nội,0,1,37681159.0,21.0333694,105.7697198
Còn 1 căn duy nhất 1PN+1 view trực diện vườn Nhật,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,0,41900000.0,21.0164183,105.9448441
Chỉ 570 triệu nhận ngay căn hộ 86.8m2 mới 100%,"Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội, Phường Hà Cầu, Quận Hà Đông, Hà Nội",Phường Hà Cầu,21,Quận Hà Đông,19,Hà Nội,0,0,6566820.0,20.9670276,105.7778202
CHUNG CƯ ĐẠI THANH  GIÁ HIẾM  71M2  - CỰC RẺ,"Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Xã Tả Thanh Oai,172,Huyện Thanh Trì,8,Hà Nội,0,0,11690141.0,20.9546476,105.812567
Chung cư Quận Hà Đông 141m² 3PN,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Phường Mộ Lao,47,Quận Hà Đông,19,Hà Nội,0,1,22695035.0,20.9749347,105.7808936
"Tập thể BV Việt Xô 104m² 2PN ngõ 203 K8m Ngưu, HN","203, Đường Kim Ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội",Phường Thanh Lương,86,Quận Hai Bà Trưng,16,Hà Nội,0,1,23557692.0,21.0054002,105.8615813
"970tr căn hộ HH Linh Đàm,56m2, tầng cao full đồ","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,17321429.0,20.9599379,105.8337546
Chung cư Vinhomes Green Bay Mễ Trì 28m² 1PN,"Số 7 Đại Lộ Thăng Long, Phường Mễ Trì, Quận Từ Liêm, Hà Nội., Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội",Phường Mễ Trì,46,Quận Nam Từ Liêm,21,Hà Nội,0,0,38571429.0,21.0041237,105.7819569
Cầu thang hót nhất 2021,"Đường Hải Bối, Xã Hải Bối, Huyện Đông Anh, Hà Nội",Xã Hải Bối,156,Huyện Đông Anh,12,Hà Nội,0,0,111125.0,21.1146354,105.801869
căn hoa hậu N01T2 NGĐ căn góc 98m2 chia 3 ngủ,"Đường Nguyễn Văn Huyên, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Tảo,124,Quận Bắc Từ Liêm,14,Hà Nội,0,0,36734694.0,21.0595437,105.7975099
Bán Căn hộ 2PN khu đô thị Văn Khê 76m2 Hà đông,"Khu đô thị Văn Khê, Phường La Khê, Quận Hà Đông, Hà Nội",Phường La Khê,34,Quận Hà Đông,19,Hà Nội,0,1,19078947.0,20.9737221,105.7629924
Chính chủ bán chcc 1206 - N04 - B1 Dịch Vọng,"1206, Đường Thành Thái, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,1,40740741.0,21.0295683,105.7918811
KDT mơi LINH ĐÀM 78M GIÁ 1.9Tỷ 3 ngủ ĐẸP SANG RẺ,"Đường Đại Từ, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Phường Giáp Bát,17,Quận Hoàng Mai,18,Hà Nội,0,1,24358974.0,20.9712872,105.8351508
Bán gấp căn hộ chung cư Linh Đàm chỉ 800 triệu 2PN,"Đường Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,16400000.0,20.9661634,105.8375752
"Bán chung cư Ruby City 3,","Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội",Phường Phúc Lợi,71,Quận Long Biên,20,Hà Nội,0,0,22448980.0,21.0383592,105.9339701
Chung cư Khu đô thị mới Xa La 70m² 2PN,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,16714286.0,20.9684049,105.786636
"CHUNG CƯ MINI 173 HOÀNG HOA THÁM 37-55M2,FULL ĐỒ","Đường Ngọc Hà, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Phường Ngọc Hà,57,Quận Ba Đình,13,Hà Nội,0,1,23243243.0,21.0378157,105.8282959
CĂN HỘ MINI LẠC LONG QUÂN -TRÍCH SÀI - Ở NGAY ĐỦĐỒ,"Đường Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội",Phường Bưởi,2,Quận Tây Hồ,23,Hà Nội,0,1,17142857.0,21.0507151,105.8133047
CĂN HỘ MINI ĐỖ NHUẬN - CV HÒA BÌNH OTO ĐỖ CỬA ĐỦĐỒ,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,125,Quận Bắc Từ Liêm,14,Hà Nội,0,1,15714286.0,21.0658355,105.7891079
"Nhà Nguyễn Công Hoan, Phân Lô, Lô Góc, 2 mặt thoán","Phố Nguyễn Công Hoan, Phường Ngọc Hà, Quận Ba Đình, Hà Nội",Phường Ngọc Hà,57,Quận Ba Đình,13,Hà Nội,0,1,86666667.0,21.0275467,105.8122873
