title,address,commune,commune_encoded,district,district_encoded,province,province_encoded,paper,price_by_area,latitude,longitude
"Căn góc 120m2 CT15 Việt Hưng, full đồ, giá 3750tr","CT15, CT15 Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",Phường Giang Biên,16,Quận Long Biên,20,Hà Nội,0,1,31250000.0,21.0637678,105.9109509
"Bán căn 2PN tại Valencia Garden 1,5 tỷ full đồ","CT-19B, CT-19B  Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",Phường Giang Biên,16,Quận Long Biên,20,Hà Nội,0,1,25000000.0,21.0559776,105.9116994
Còn 40 căn Parkhome công viêCầu Giấy 3ty3 80m2 2PN,"Lô D12 Đường Thành Thái, Phường Dịch Vọng, quận Cầu Giấy, Hà Nội, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,0,41250000.0,21.0304098,105.7884056
CĂN HỘ 2PN- 73M2  SAMSORA PREMIER HÀ ĐÔNG,"Số 105, Số 105 Đường Chu Văn An, Phường Yết Kiêu, Quận Hà Đông, Hà Nội",Phường Yết Kiêu,130,Quận Hà Đông,19,Hà Nội,0,1,26027397.0,20.9748271,105.7771569
Chung cư The Link 345-CT1 115m² 3PN,"Khu đất I.C32, Khu đất I.C32 KĐT Nam Thăng Long, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Phường Đông Ngạc,133,Quận Bắc Từ Liêm,14,Hà Nội,0,1,41739130.0,21.0919168,105.7850022
GÍA TỐT! MỞ BÁN CĂN HỘ TÔN ĐỨC THẮNG-ĐOÀN THỊ ĐIỂM,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,1,11250000.0,21.0225776,105.8318544
CẦN TIỀN KINH DOANH – BÁN NHANH CH 1 NGỦ 820 triệu,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,18222222.0,20.9599379,105.8337546
BÁN CHUNG CƯ LÊ DUẨN-GIẢI PHÓNG 35-48-62M2,"Đường Lê Duẩn, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Phường Bách Khoa,0,Quận Hai Bà Trưng,16,Hà Nội,0,1,15714286.0,21.0145811,105.841408
Chính chủ bán Căn hộ 56m2 Tòa CT10C CC Đại Thanh,"Tòa CT10C Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Xã Tả Thanh Oai,172,Huyện Thanh Trì,8,Hà Nội,0,1,16071429.0,20.9561349,105.8088413
Chung cư Khu Ngoại Giao Đoàn 96m² 3PN,"Đường Võ Chí Công, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,125,Quận Bắc Từ Liêm,14,Hà Nội,0,0,385417.0,21.0704366,105.8088952
Chung cư Nam Xa La-Quận Hà Đông 53m² 1PN,"3012, Khu đô thị Nam Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,0,22641509.0,20.9604855,105.7943843
"Căn hộ cc vinahud cửu long 56m² 2PN 2WC ,","536a, Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Phường Vĩnh Tuy,120,Quận Hai Bà Trưng,16,Hà Nội,0,1,625000.0,20.998288,105.8701431
CHUNG CƯ MINI NGHĨA ĐÔ - QUAN HOA 34 -50M2 Ở NGAY,"158, Đường Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Phường Nghĩa Đô,52,Quận Cầu Giấy,15,Hà Nội,0,1,23529412.0,21.0483269,105.7956063
Căn hộ Chung cư Phương Mai - Giải Phóng đủ đồ,"Đường Phương Mai, Phường Kim Liên, Quận Đống Đa, Hà Nội",Phường Kim Liên,31,Quận Đống Đa,24,Hà Nội,0,0,19687500.0,21.0001492,105.8312638
"Bán lại chung cư Phạm Hùng, 2 ngủ/60m2","Pham Hùng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Phường Dịch Vọng,13,Quận Cầu Giấy,15,Hà Nội,0,1,15333333.0,21.0180002,105.7821755
CẮT LỖ CỰC SÂU căn 2 ngủ SIÊU THOÁNG HH2 Linh Đàm,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,18750000.0,20.9599379,105.8337546
Chính chủ bán nhà tập thể ngõ 1150 Đường Láng,"55, Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Phường Láng Thượng,39,Quận Đống Đa,24,Hà Nội,0,1,25333333.0,21.0258668,105.798748
Bán căn hộ 2 PN 60m Chung Cư Đại Thanh,"CT8A, Khu Đô Thị Đại Thanh, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Xã Tả Thanh Oai,172,Huyện Thanh Trì,8,Hà Nội,0,0,14500000.0,20.9571926,105.8065681
"Giá nào cũng bán căn hộ 70m2, Full Nội Thất","Đường Lê Trọng Tấn, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",Phường Kiến Hưng,33,Quận Hà Đông,19,Hà Nội,0,1,16428571.0,20.977862,105.7465724
"Nhượng lại căn hộ 90,2m full đồ tại TSG Lotus","190 Phố Sài Đồng, phường Việt Hưng, quận Long Biên, Tp.Hà Nội, Phường Việt Hưng, Quận Long Biên, Hà Nội",Phường Việt Hưng,114,Quận Long Biên,20,Hà Nội,0,0,25543478.0,21.0509183,105.89595
Bán CHCC cạnh Gold Mark City 136 Hồ Tùng Mậu 122m2,"Đường Hồ Tùng Mậu, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,49,Quận Nam Từ Liêm,21,Hà Nội,0,0,27868852.0,21.038275,105.7715517
Chung cư An Bình Plaza_Hà Nội 90m² 1PN,"97 Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 2,49,Quận Nam Từ Liêm,21,Hà Nội,0,0,66666667.0,21.030908,105.7771856
Mở Bán Đợt 1 Dự Án Lancaster Luminaire 1152 Láng,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội",Phường Láng Thượng,39,Quận Đống Đa,24,Hà Nội,0,0,40000000.0,21.0215797,105.801082
Chung cư HC Golden City 100m² 1 PN edit,"Tổ 10, Phường Bồ Đề, Quận Long Biên, Hà Nội",Phường Bồ Đề,5,Quận Long Biên,20,Hà Nội,0,0,200000000.0,21.0371784,105.8730678
Chung cư Tòa nhà 282 Lĩnh Nam 112m² 2 PN,"282, 282 Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội",Phường Lĩnh Nam,42,Quận Hoàng Mai,18,Hà Nội,0,1,20000000.0,20.9817956,105.8794221
"NHÀ ĐẸP – GIÁ TỐT, tiền mặt 1.05 tỷ SỞ HỮU NGAY","Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,19090909.0,20.9599379,105.8337546
CHÍNH CHỦ BÁN NHANH căn hộ 3 ngủ 76m2 tại HH4C,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,17763158.0,20.9599379,105.8337546
"Bán căn 3PN 94m2 2.91 tỷ, LS 0% chỉ 850 triệu","Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,31010638.0,21.0095457,105.7439913
"Bán chung cư 91 mét , fun đồ ,ảnh thật","ngõ 91 đại mỗ, Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Đại Mỗ,135,Quận Nam Từ Liêm,21,Hà Nội,0,1,25274725.0,20.9859667,105.7664142
Căn hộ 2PN 68m full đồ 1.32 tỷ CT5 Xala Hà Đông,"Đường Xa La, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,19411765.0,20.9654323,105.7894045
Chung cư TSG Lotus Sài Đồng 84m² 2PN,"190 Phố Sài Đồng, phường Việt Hưng, quận Long Biên, Tp.Hà Nội, Phường Việt Hưng, Quận Long Biên, Hà Nội",Phường Việt Hưng,114,Quận Long Biên,20,Hà Nội,0,0,316667.0,21.0509183,105.89595
"CĂN HỘ TRUNG TÂM HÀ NỘI - GIÁ CHỈ 1,58 TỶ ĐỒNG","Ngõ 48, Ngõ 48 Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,22297488.0,20.9607667,105.840381
Chung cư Khu đô thị mới Pháp Vân - Tứ Hiệp 74m²,"Đường Quốc lộ 1A, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,14864865.0,20.9625123,105.8418586
"MỞ BÁN CHUNG CƯ GIẢNG VÕ-KIM MÃ, Ở NGAY","Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Phường Kim Mã,32,Quận Ba Đình,13,Hà Nội,0,1,18055556.0,21.0314597,105.8226568
"Bán gấp CHCC 17T11 Nguyễn Thị Định DT 60m2,2ngu2wc","Đường Hoàng Đạo Thúy, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",Phường Trung Hoà,101,Quận Cầu Giấy,15,Hà Nội,0,1,33666667.0,21.0070457,105.8029953
Chung cư IEC 70m² 2 PN,"Đường Trần Thủ Độ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội",Thị trấn Văn Điển,147,Huyện Thanh Trì,8,Hà Nội,0,0,20714286.0,20.9559069,105.8468493
"Cực sốc! Cần bán gấp căn góc 70m2, giá cực tốt","Đường Phúc lợi, Phường Giang Biên, Quận Long Biên, Hà Nội",Phường Giang Biên,16,Quận Long Biên,20,Hà Nội,0,0,22142857.0,21.0568767,105.9171515
FLC Green Apartment 18 Phạm Hùng 45m² 2PN-2VS,"Phạm Hùng, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Phường Mỹ Đình 1,48,Quận Nam Từ Liêm,21,Hà Nội,0,0,33333333.0,21.0204654,105.7801474
"Căn hộ tập thể Nghĩa Tân S=60m2, 2PN, nhà đẹp","A15, Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",Phường Nghĩa Tân,51,Quận Cầu Giấy,15,Hà Nội,0,1,23333333.0,21.0499537,105.7898231
"CC Xuân Mai Sparks Tower 66m² 2PN, giá HẠT RẺ","Đường Tố Hữu, Phường Dương Nội, Quận Hà Đông, Hà Nội",Phường Dương Nội,12,Quận Hà Đông,19,Hà Nội,0,0,1818182.0,20.9903367,105.7827237
căn 3 ngủ hh2 linh đàm full đồ chỉ 1.22 tỷ,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,16052632.0,20.9599379,105.8337546
"Tổng hợp căn tòa CT10, CT8 Đại Thanh ,full NT","Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",Xã Tả Thanh Oai,172,Huyện Thanh Trì,8,Hà Nội,0,0,10833333.0,20.9546476,105.812567
"2 ngủ 71m2, ban công Đông Nam tại HCgolden, 2.5 tỷ","Tổ 10, Phường Bồ Đề, Quận Long Biên, Hà Nội",Phường Bồ Đề,5,Quận Long Biên,20,Hà Nội,0,0,35211268.0,21.0371784,105.8730678
Bán căn góc 108m2 Đông Nam view aeonmall giá 3 tỷ.,"Ngã 4, Ngã 4 Đường Cổ Linh, Phường Giang Biên, Quận Long Biên, Hà Nội",Phường Giang Biên,16,Quận Long Biên,20,Hà Nội,0,1,27881041.0,21.0353777,105.8793762
Cần bán chung cư vp6 linh đàm 60m 2PN,"Đường Hoàng Liệt, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,233333.0,20.9661634,105.8375752
Bán căn hộ -Hoàng Dương- Ngọc Hồi- Pháp Vân 70m2,"Đường Ngọc Hồi, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,17857143.0,20.9585835,105.8426447
1.55 Tỷ có ngay Chung cư The Pride 73m² 2PN,"Đường Lê Văn Lương, Phường La Khê, Quận Hà Đông, Hà Nội",Phường La Khê,34,Quận Hà Đông,19,Hà Nội,0,0,21232877.0,21.0050126,105.8040481
"Chung cư Xuân Mai Complex 55m² 2PN, 1,18 tỉ","Đường Tố Hữu, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",Phường Yên Nghĩa,127,Quận Hà Đông,19,Hà Nội,0,0,21454545.0,20.9903367,105.7827237
Chính chủ cần bán căn chung cư HH4C Linh Đàm,"Đường Linh Đường, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,0,18043478.0,20.9599379,105.8337546
"Mở bán Chung cư T7 Xuân Đỉnh- Võ Chí Công, 35-50m2","Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,125,Quận Bắc Từ Liêm,14,Hà Nội,0,1,16000000.0,21.0713471,105.7932944
"Chung cư Chung cư CT7 Dương Nội 54m² 2PN, 1,12 tỉ","Đường Lê Văn Lương, Phường Dương Nội, Quận Hà Đông, Hà Nội",Phường Dương Nội,12,Quận Hà Đông,19,Hà Nội,0,0,20740741.0,21.0050126,105.8040481
"Bán chung cư Kim Văn Kim Lũ 61 m2, 2pn tầng thấp","Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,1,20491803.0,20.9725489,105.8195447
"BÁN CHUNG CƯ T1 CẦU DIỄN-HỒ TÙNG MẬU,500-800TR/CĂN","Đường Kiều Mai, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Phường Phú Diễn,63,Quận Bắc Từ Liêm,14,Hà Nội,0,1,16666667.0,21.0438749,105.7490542
Có 2 suất ngoại giao xần bán ạ,"10, Himlam, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",Phường Ngọc Thụy,60,Quận Long Biên,20,Hà Nội,0,0,1200000.0,21.0619555,105.8837914
Chung cư Quận Nam Từ Liêm 56m² 2PN,"117, Đường 32, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội",Phường Phương Canh,74,Quận Nam Từ Liêm,21,Hà Nội,0,0,16803571.0,21.2247381,105.1951316
Căn 2 ngủ 61m2 tầng thấp Kim Văn Kim Lũ. 1.25 tỷ,"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,0,20695364.0,20.9725489,105.8195447
Căn Góc 68m2 CT6 KĐT Xala Hà Đông 2N+2WC Full Đồ,"Đường Phùng Hưng, Phường Phúc La, Quận Hà Đông, Hà Nội",Phường Phúc La,70,Quận Hà Đông,19,Hà Nội,0,1,17500000.0,20.9684049,105.786636
"BÁN ĐẤT ĐẤU GIÁ KHU BÃI THUỴ,ĐAN PHƯỢNG,HN -","ĐƯỜNG BÃI THUỴ, Xã Đan Phượng, Huyện Đan Phượng, Hà Nội",Xã Đan Phượng,180,Huyện Đan Phượng,11,Hà Nội,0,0,42000000.0,21.0834089,105.6516123
"Căn hộ 5 PN44,5m2 Ba Đình-Hà Nội.","66, 6/2, Đường Vĩnh Phúc, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội",Phường Vĩnh Phúc,119,Quận Ba Đình,13,Hà Nội,0,1,109848485.0,21.0450132,105.8106512
BÁN CHUNG CƯ CHÙA BỘC - TÔN THẤT TÙNG - ĐƯỜNG OTO,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Phường Khương Thượng,27,Quận Đống Đa,24,Hà Nội,0,0,18181818.0,21.0005493,105.8289847
Vinhomes Smart City 1-4 phòng ngủ. Giá 25 triêu/m2,"Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,1,240385.0,21.0095457,105.7439913
Căn hộ cao cấp Hàn Quốc,"Đường Hoàng Quốc Việt, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Phường Xuân Đỉnh,125,Quận Bắc Từ Liêm,14,Hà Nội,0,1,57692308.0,21.0462329,105.7902764
Sở hữu căn nhà độc nhất Long Biên chỉ với 3 tỷ 3PN,"Thượng Thanh, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Phường Thượng Thanh,93,Quận Long Biên,20,Hà Nội,0,0,46153846.0,21.0655013,105.8883137
"VINHOMES SMART CITY- chính sách khủng, quỹ căn VIP","Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,38468750.0,21.0095457,105.7439913
"Chung cư 69m² 2PN cách Mỹ đình 4KM,đường rộng 100m","Đường 32, Xã Đức Giang, Huyện Hoài Đức, Hà Nội",Xã Đức Giang,187,Huyện Hoài Đức,3,Hà Nội,0,0,14492754.0,21.0664601,105.7138337
"Chung cư giá rẻ 2 Ngủ Xã Đàn, Tôn Đức Thắng, HN","Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Phường Hàng Bột,22,Quận Đống Đa,24,Hà Nội,0,0,17916667.0,21.0189723,105.830011
"HIẾM! TẬP THỂ TÂN MAI, TẶNG NỘI THẤT Y HÌNH Ở NGAY","Đường Tân Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Phường Tương Mai,112,Quận Hoàng Mai,18,Hà Nội,0,1,25000000.0,20.9836409,105.8517855
Cănhooj 3PN 86M2 Trên tòa tháp doanh nhân hà đông,"1, Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Phường Mộ Lao,47,Quận Hà Đông,19,Hà Nội,0,0,25581395.0,20.9851661,105.7790986
"Bán chung cư Kim Văn Kim Lũ, căn 2PN giá chỉ 1 tỷ","Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,0,18518519.0,20.9725489,105.8195447
Chung cư C7 Giảng Võ Quận Ba Đình 55m² 2 PN,"Đường Giảng Võ, Phường Giảng Võ, Quận Ba Đình, Hà Nội",Phường Giảng Võ,18,Quận Ba Đình,13,Hà Nội,0,1,51818182.0,21.0270609,105.8194896
CHUNG CƯ Ở NGAY TRẢ TIỀN SAU 3NĂM VINHOMEOCEANPARK,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,4347826.0,21.0164183,105.9448441
Căn hộ Nơ7 bán đảo linh đàm 3 ngủ full nội thất,"nguyên duy trinh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,22933333.0,20.9638298,105.8318636
"Căn 1PN cắt lỗ còn 1,4 tỷ tại Vinhomes Smart City","Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,31111111.0,21.0095457,105.7439913
"Bán nhà Đại Mỗ 49m2 x 4 tầng,  5.7x tỷ","Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Đại Mỗ,135,Quận Nam Từ Liêm,21,Hà Nội,0,0,116327.0,20.9933849,105.7601059
BÁN CHUNG CƯ TÔN THẤT TÙNG - TRƯỜNG CHINH - VIEW .,"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Phường Khương Thượng,27,Quận Đống Đa,24,Hà Nội,0,0,15111111.0,21.0005493,105.8289847
Chung cư Khu đô thị Kim Văn - Kim Lũ (Golden Silk),"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,1,18012048.0,20.9725489,105.8195447
"Căn hộ dịch vụ, mini Quận Đống Đa 70m² 7 PN","Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Phường Trung Liệt,102,Quận Đống Đa,24,Hà Nội,0,1,342857143.0,21.0129882,105.820014
Nhận Hồ Sơ NOXH Him Lam Thượng Thanh MIỄN PHÍ 100%,"Đường Gia Quất, Phường Thượng Thanh, Quận Long Biên, Hà Nội",Phường Thượng Thanh,93,Quận Long Biên,20,Hà Nội,0,0,16799842.0,21.0543096,105.8771757
"Nhà ven hồ phố Kim Đồng, dt 118m2 vỉa hè KD 16 tỷ","Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Phường Giáp Bát,17,Quận Hoàng Mai,18,Hà Nội,0,1,135593220.0,20.983614,105.8433353
CHỈ TỪ 349 TRIỆU CÓ NHÀ Ở TẠI VINHOEM OCEAN PARK,"Đường Quốc Lộ 5, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội",Thị trấn Trâu Quỳ,145,Huyện Gia Lâm,2,Hà Nội,0,1,4985714.0,21.0164183,105.9448441
Chung cư Green Park CT15 Việt Hưng 121m² 3PN,"CT15, CT15 Đường Việt Hưng, Phường Giang Biên, Quận Long Biên, Hà Nội",Phường Giang Biên,16,Quận Long Biên,20,Hà Nội,0,1,33057851.0,21.0637678,105.9109509
Chung cư CT36 định công 60m² 2PN,"CT36A, Đường Định Công, Phường Định Công, Quận Hoàng Mai, Hà Nội",Phường Định Công,136,Quận Hoàng Mai,18,Hà Nội,0,1,25833333.0,20.979088,105.8351271
🌺🌺Nhà Thương Mại Cao Cấp - Đầu tư sinh lời🌺🌺,"Đường Trần Thủ Độ, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Xã Tứ Hiệp,173,Huyện Thanh Trì,8,Hà Nội,0,0,21000000.0,20.9559069,105.8468493
Căn hộ CT5X2 Linh Đàm 3 ngủ 2vs full nội thất,"Đường Linh Đàm, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Phường Hoàng Liệt,19,Quận Hoàng Mai,18,Hà Nội,0,1,21000000.0,20.9713643,105.8280009
"căn hộ mini 2 ngủ 50m đường trần khát chân, ở ngay","Đường Đê Trần Khát Chân, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Phường Thanh Nhàn,87,Quận Hai Bà Trưng,16,Hà Nội,0,1,22400000.0,21.0069151,105.8656789
"Căn hộ Royal city, Thanh Xuân, Hà Nội 265m2","Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội",Phường Thượng Đình,94,Quận Thanh Xuân,22,Hà Nội,0,1,47169811.0,20.9981973,105.8127529
"Độc quyền căn 1PN+1 chỉ cần 308 triệu, tầng 1x","Đường Đại lộ Thăng Long, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",Phường Tây Mỗ,110,Quận Nam Từ Liêm,21,Hà Nội,0,0,34395349.0,21.0095457,105.7439913
Bán căn 2 ngủ  full đồ CC Vinaconex 2 Kim Văn KL,"Đường Nghiêm Xuân Yêm, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",Phường Đại Kim,134,Quận Hoàng Mai,18,Hà Nội,0,0,24933333.0,20.9725489,105.8195447
Chung cư Quận Hà Đông 97m² 2PN,"Đường Ba La, Phường Phú La, Quận Hà Đông, Hà Nội",Phường Phú La,64,Quận Hà Đông,19,Hà Nội,0,1,12886598.0,20.9538697,105.7572481
Cần bán nhà khu phân lô cán bộ quân đội hà đông,"Đường Ngô Quyền, Phường Quang Trung, Quận Hà Đông, Hà Nội",Phường Quang Trung,80,Quận Hà Đông,19,Hà Nội,0,0,112000000.0,20.9708389,105.7663272
Bán Căn hộ CC Toà A5 An Binh City 89M2,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội",Phường Cổ Nhuế 1,10,Quận Bắc Từ Liêm,14,Hà Nội,0,1,35955056.0,21.0586359,105.7831992
